posting_date,job_title,job_url,primary_skill,payment_status,rating_label,client_rating,rating_details,client_spent,spent_label,client_country,payment_type,experience_level,estimated_time_label,project_duration,job_description,skill_1_highlight,skill_1,skill_2,skill_3,proposals_label,proposal_count,skill_4,skill_5,skill_2_highlight,skill_3_highlight,skill_4_highlight,skill_5_highlight,highlight_color_1,highlight_color_2,skill_6,hourly_rate,extracted_skills
4 days ago,Developer Needed for MVP Build – Voice Tech +  + API Integration,https://www.upwork.com/jobs/Developer-Needed-for-MVP-Build-Voice-Tech-span-class-highlight-span-API-Integration_~021915561470295472645/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 4 feedbacks",$1K+,spent,United States,Fixed price,Intermediate,Est. budget:,$750.00,"I'm looking for a skilled developer or small dev team to help build the MVP of a voice-driven automation tool. The project involves integrating cutting-edge tools for voice interaction, transcription, and -powered analysis into a seamless workflow.

You’ll be working with systems like Vapi., ElevenLabs, Open, and Whisper, orchestrated via Zapier and/or a lightweight backend. You'll need to build a system that initiates a voice call, collects and transcribes a user's spoken responses, and processes those responses with . The systems described can be subject to change based on recommendations. 

Tech Stack & Requirements:

1. Voice Output: Integrate with ElevenLabs to generate natural-sounding audio prompts

2. Voice Input: Use Vapi. (or similar) to handle incoming audio and call flow

3. Speech-to-Text: Transcribe spoken responses using Whisper (local or API-based)

4.  Processing: Use Open's GPT-4 (or equivalent LLM) to analyze transcribed input and return structured output

5. Workflow Automation: Build integrations with Zapier or similar tools for orchestration. 

6. Backend Support: Develop a simple backend to manage data flow, logging, and API authentication 

Ideal Candidate:

1. Has hands-on experience with at least two of the listed tools

2. Is comfortable with API integrations and handling asynchronous workflows

3. Has worked on voice tech, /NLP projects, or low-code automation

4. Understands data security, webhooks, and token-based auth

5. Communicates clearly, works efficiently, and respects confidential IP",AI,API,API Integration,Zapier,Proposals:,15 to 20,LangChain,Whisper API,ai,AI,AI,ai,OpenAI API,,,,"['Zapier', 'Whisper API', 'API Integration', 'AI', 'API', 'LangChain']"
4 days ago,Python Developer Needed for  Healthcare Tool Development - Collaborative Dev Process,https://www.upwork.com/jobs/Python-Developer-Needed-for-span-class-highlight-span-Healthcare-Tool-Development-Collaborative-Dev-Process_~021915557790262304681/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 4.9 out of 5.,4.9,"4.92 Stars, based on 169 feedbacks",$100K+,spent,United States,Hourly: $20.00 - $35.00,Intermediate,Est. time:,"More than 6 months, Hours to be determined","I am based in the US on PST
Seeking a skilled Python developer to assist in building an  tool aimed at providing recommendations based on specific healthcare research related to patient care. The ideal candidate will have a strong interest in  and machine learning 
** Must be willing to pass code back to me in real time,**

As a starting task
1. Pull the correct matching drugs from a database based on a series of questions asked of a patient
2. Match the patietnt to a clinical trial based on the diagnosis and the location.
Note the diagnosis may not cleanly match so some fuzzy matching may be required.
3. Acquire the lead - name, email, phone
4. Deploy bot to the web",AI,Python,API,Machine Learning,Proposals:,5 to 10,JavaScript,,AI,,,,Artificial Intelligence,,,27.5,"['Python', 'Machine Learning', 'JavaScript', 'AI', 'API']"
4 days ago,Experienced Software Engineer for -Powered Support Features,https://www.upwork.com/jobs/Experienced-Software-Engineer-for-span-class-highlight-span-Powered-Support-Features_~021915539566038361701/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 4.9 out of 5.,4.9,"4.92 Stars, based on 156 feedbacks",,,United States,Hourly: $65.00 - $85.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We’re looking for an experienced Software Engineer to help design and implement -powered features for our support teams. The ideal candidate has a strong background in building  tools—such as chatbots and virtual assistants—leveraging Amazon Connect, Lex and other AWS services.

In this role, you’ll collaborate directly with our support leadership and engineering teams to define requirements, develop the project roadmap, and deploy solutions. Experience working with Salesforce is a strong plus.",AI,Python,Machine Learning,Amazon Web Services,Proposals:,50+,JavaScript,,AI,,,,Artificial Intelligence,,,75.0,"['Python', 'Machine Learning', 'JavaScript', 'Amazon Web Services', 'AI']"
4 days ago,bot developer,https://www.upwork.com/jobs/span-class-highlight-span-bot-developer_~021915502550928074341/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$100+,spent,United States,Hourly: $30.00 - $59.00,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week",I am looking for someone who can create a bot based on my intellectual property.,,Graphic Design,Copywriting,Email Marketing,Proposals:,15 to 20,Web Design,Brand Strategy,,,,,,,+1,44.5,"['Graphic Design', 'Email Marketing', 'AI', 'Copywriting', '+1', 'Web Design', 'Brand Strategy']"
4 days ago,Agent Creator,https://www.upwork.com/jobs/span-class-highlight-span-Agent-Creator_~021915460506689751405/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 22 feedbacks",$20K+,spent,United States,Hourly: $65.00 - $205.00,Expert,Est. time:,"Less than 1 month, Less than 30 hrs/week",I am looking for someone experienced in creating unique  agents that can be given tasks to execute by voice. We’d like to have a system setup and built that we can manage. Part of this contract will be teaching the user how to manage after the system is built.,AI,Lead Generation,Market Research,English,Proposals:,50+,,,,,,,Artificial Intelligence,,,135.0,"['AI', 'Market Research', 'Lead Generation', 'English']"
4 days ago,Multi-Disciplined Creative to Master,https://www.upwork.com/jobs/Multi-Disciplined-Creative-Master-span-class-highlight-span_~021915431732727767564/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 4.8 out of 5.,4.8,"4.82 Stars, based on 15 feedbacks",$30K+,spent,United States,Hourly,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","Business changes over and over. It will never stop. Change is good. Only those who stand still lose.

Are you losing?

During intense change or revolution…jobs, careers or roles become obsolete. This time the creative fields are particularly vulnerable and must evolve.

Brando® has always been on the creative ledge…video conferencing, 3D virtual worlds, 100% video websites, and a systemic brand and communication process.  What’s now? -driven business, brand, and marketing development and execution by Brandom's Violet™.

Violet™ uses our proprietary processes of UCD™ coupled with   () generative transformers, large language model (LLM) & large-scale multimodal model (LMM), to benefit the founders of small businesses. Violet™ is process-defined, brand-led, -assisted, and human-verified… powered by the founder(s).

Our evolution started 2 years ago and presents an opportunity.  If you are an independent, self-actualized creative with design and writing capabilities and sensibilities, the opportunity is for you. You will learn to refine  Queries to improve quality and verify brand relevance. We do not want a generalized  prompt writer, we want a creative to become a leader in our proprietary process and manage the quality of Violet™ results.",AI,Website,App Design,Covers & Packaging,Proposals:,Less than 5,Branding Template,Copywriting,artificial,intelligence,AI,AI,,,+17,,"['Branding Template', 'App Design', 'AI', 'Covers & Packaging', 'Copywriting', '+17', 'Website']"
4 days ago,Speaker Needed for Virtual Event on Workplace Innovation,https://www.upwork.com/jobs/span-class-highlight-span-Speaker-Needed-for-Virtual-Event-Workplace-Innovation_~021915441172953188717/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 4.3 out of 5.,4.3,"4.34 Stars, based on 6 feedbacks",$9K+,spent,United States,Hourly: $100.00 - $500.00,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are seeking an engaging  speaker for an upcoming virtual event focused on leveraging  in the workplace. The speaker will share insights on how  tools can enhance productivity, streamline processes, and foster innovation. Candidates should have a strong understanding of  applications and excellent presentation skills to captivate a diverse audience. If you're passionate about educating others and have experience speaking at events or webinars, we want to hear from you!",AI,Content Writing,English,Communications,Proposals:,10 to 15,,,AI,AI,AI,,,,,300.0,"['AI', 'Communications', 'Content Writing', 'English']"
4 days ago,Web Developer for Simple -Powered Web Page,https://www.upwork.com/jobs/Web-Developer-for-Simple-span-class-highlight-span-Powered-Web-Page_~021915439918734613449/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 4 feedbacks",$400+,spent,USA,Hourly: $43.00 - $70.00,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are looking for a front-end developer to build a simple, clean web page that connects with our existing  backend. The page will display results from the  service, accept basic user input (like text or image upload), and show responses in a clear and responsive layout.

Requirements:
•    Strong experience with React or Vue.js
•    Able to connect to APIs and handle async data
•    Clean, responsive UI design
•    Basic understanding of  integration or experience working with  APIs
•    Good communication and can deliver quickly and efficiently

Bonus if you have:
•    Backend experience (Node.js, Python, etc.)
•    Previous work with  tools or ML projects

If this project excites you, we’d love to hear from you. We look forward to connecting with passionate developers who are ready to make an impact.",AI,React,Vue.js,Node.js,Proposals:,50+,Web Development,Python,AI,AI,AI,AI,,,,56.5,"['Python', 'Vue.js', 'Web Development', 'AI', 'Node.js', 'React']"
4 days ago,Agent Builder for Digital Marketing Agency,https://www.upwork.com/jobs/span-class-highlight-span-Agent-Builder-for-Digital-Marketing-Agency_~021915423193918053321/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $30.00 - $50.00,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are a full service digital marketing agency looking to integrate  agents into our company. We are in need of someone to design and deploy agents for content creation. The ideal person should be familiar with make, N8N and other  softwares necessary to build what we are seeking.",AI,,,,Proposals:,20 to 50,,,AI,,,,AI Agent Development,,,40.0,['AI']
4 days ago,Prompt Engineer Needed to condense prompts while keeping same impact.,https://www.upwork.com/jobs/Prompt-Engineer-Needed-condense-prompts-while-keeping-same-impact_~021915401152669671948/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.93 Stars, based on 104 feedbacks",$6K+,spent,United States,Fixed price,Intermediate,Est. budget:,$100.00,I have a number of pages of prompts that help a user discover their core motivations while also discovering Myers Briggs and Ennegram scores and can find out Strengths finder.  The goal is to have Chat GPT know the user very well and then offer very detailed feedback and moving forward to achieve goals.  Currently my prompts are good but a little repetitive and can get long.  I would like to have these paired down a bit.  i have no idea how long this will take but my guess is somewhere between 5-10 hours even with .  :-)   In total is it about 280 questions which I don't think it needs to be that long.  As Chat GPT asks for clarification on the multiple choice questions it can get long.,AI,,,,Proposals:,5 to 10,,,,,,,AI App Development,Generative AI Prompt Engineering,,,[]
5 days ago,Analytics SaaS Product Design -  and Sentiment Analysis Experience Required,https://www.upwork.com/jobs/Analytics-SaaS-Product-Design-span-class-highlight-span-and-Sentiment-Analysis-Experience-Required_~021915247871641849943/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 4.2 out of 5.,4.2,"4.20 Stars, based on 65 feedbacks",$100K+,spent,United States,Hourly: $35.00 - $50.00,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","HireInfluence is an award-winning agency, serving the most established brands in the world since 2011.  We are seeking a highly skilled and creative Analytics Designer/Project Manager to lead the UI/UX design of a SaaS sentiment analysis solution.  

The project is fairly straightforward and the agency owner already has the concept structure identified.  We anticipate this phase of the project to be completed within 30 days. Opportunity for advancement based on experience and results.

REQUIRED FOR APPLICANTS:  Must have firm understanding of  tech design, sentiment analysis reporting, social media marketing.

-  Hired Designer will also serve as Project Manager when development phase begins - bridging the gap between the agency owner and a first-class tech dev team. 

-  Hired Designer/PM will be responsible for taking the product from ideation through wireframing and Figma design processes. 

-  Hired Designer/PM will incorporate trending/innovative technologies and best practice to create a valued solution within the social media marketing space.

- Hired Designer/PM will maintain a strict and efficiency timeline to ensure completed deadlines for this project phase are met without delay.

NOTE:  Must provide portfolio of comparable projects or relatable experience to be considered for this opportunity.",AI,Project Management,Graphic Design,Social Media Marketing,Proposals:,5 to 10,Sentiment Analysis,,,,,,Artificial Intelligence,,+4,42.5,"['Social Media Marketing', 'Sentiment Analysis', 'Graphic Design', 'AI', 'Project Management', '+4']"
5 days ago,Build an -Driven Scheduling Bot for Thumbtack + Google Calendar (Round Robin Sales Assignments),https://www.upwork.com/jobs/Build-span-class-highlight-span-Driven-Scheduling-Bot-for-Thumbtack-Google-Calendar-Round-Robin-Sales-Assignments_~021915147376959137949/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $45.00 - $70.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We’re looking for a developer to build an automation bot that responds to leads on Thumbtack and schedules appointments based on round-robin logic across a small sales team using Google Calendar.

We want this to run 24/7 on a cloud VPS (like DigitalOcean) and handle all communication and scheduling automatically.

What the Bot Needs to Do:
Log into Thumbtack

Monitor incoming leads/messages

Parse intent (e.g., scheduling request)

-Generated or Template-Based Replies

Use  (Open API preferred) or simple logic to generate responses

Offer available time slots to the customer

Round Robin Scheduling

Maintain a rotating queue of salespeople (Google Sheet or CSV)

Assign each lead to the next available salesperson

Google Calendar Integration

Check that salesperson’s availability

Schedule confirmed appointments

Optionally send confirmations or reminders

Deploy to a VPS

Set up to run continuously (via cron, systemd, etc.)

Provide logging and error handling


Deliverables:
Fully working script with source code

README or setup guide

Configurable calendar + round robin system (CSV or Google Sheet)

Ongoing support (optional, paid separately)",AI,Python,Selenium,Google Calendar API,Proposals:,20 to 50,,,AI,AI,,,,,,57.5,"['Selenium', 'AI', 'Python', 'Google Calendar API']"
5 days ago,Agent Developer – Web Scraping,https://www.upwork.com/jobs/span-class-highlight-span-Agent-Developer-Web-Scraping_~021915113135397212247/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $50.00 - $82.00,Expert,Est. time:,"More than 6 months, Hours to be determined","PBI Commercial, a fast-moving construction and restoration company, is seeking an experienced  Agent Developer to build and maintain an intelligent web-scraping solution that scans up to 80 targeted websites for Construction, RAM, and Restoration bid opportunities.

This  Agent should be able to:
-Visit and navigate diverse websites (government portals, university procurement sites, GC bid boards, etc.)
-Identify relevant bid opportunities in our target service categories
-Extract key details such as project name, location, due dates, and requirements
-Feed this information into a structured database or trigger alerts (email/CRM)

Responsibilities:
-Build and train an  Agent or intelligent scraping bot for structured/unstructured sites
-Create rules to prioritize and filter opportunities relevant to our services
-Design workflows for frequent updates or scheduled scrapes
-Ensure resilience against website changes and anti-bot measures
-Provide export or API-compatible formats (CSV, Zoho CRM sync, or similar)

Requirements:
-Proven experience with  or automated web scraping tools (BeautifulSoup, Playwright, Selenium, LangChain, GPT-4 with function calling, etc.)
-Ability to extract data from both structured and unstructured HTML sources
-Experience handling login-based portals or CAPTCHA workarounds
-Strong skills in Python, JavaScript, or other scraping frameworks
-Familiarity with construction bidding/procurement sites is a plus

Deliverables:
-One  Agent or tool that can handle up to 80 URLs (starting small and scaling up)
-Dashboard or report of collected data
-Documentation and knowledge transfer",AI,Data Extraction,Web Crawling,Python,Proposals:,20 to 50,Data Scraping,Data Mining,AI,AI,AI,AI,Artificial Intelligence,,+3,66.0,"['Python', 'Data Mining', 'Data Scraping', 'AI', '+3', 'Data Extraction', 'Web Crawling']"
5 days ago,Platform Build Program for Engineers & Electricians,https://www.upwork.com/jobs/Platform-Build-Program-for-Engineers-Electricians_~021915121110106508800/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $30.00 - $40.00,Intermediate,Est. time:,"3 to 6 months, 30+ hrs/week","🛠 Project Description: Build “WattWorks” – A Web Platform for Electricians & Engineers (Profiles, Marketplace, CRM,  Tools)
We’re building WattWorks — a smart, modular platform designed for electricians, engineers, and skilled tradespeople. The platform will serve as an all-in-one digital hub for:

Verified skill-based profiles

Service and tool marketplace

Job board with direct hiring

Built-in CRM tools and proposals

Training + licensing resources

-powered assistants for business tasks

We are seeking a dedicated full-time web developer (or small team) to lead development and deliver a working MVP within 6–8 weeks, with the opportunity to stay on through future phases (CRM, , mobile, and more).

🎯 Core Modules to Build (Phase 1):
Pro Directory (profiles with cert uploads + filters)

Job Board (post/apply, -matching by skill/location)

Service & Tool Marketplace (listings + Stripe/PayPal checkout)

Basic CRM Toolkit (proposal generator, calendar sync, invoicing)

User Login + Role Access (Electrician, Engineer, Client)

Admin Panel (moderation, verification management)

🔧 Tech Stack (Suggested):
React.js / Next.js or Bubble.io (if no-code MVP preferred)

Firebase or Supabase (auth, database)

Stripe / PayPal (checkout flow)

Airtable / Jetboost (directory logic if no-code)

Open (Phase 2: proposal writer, pricing assistant)

TailwindCSS or clean UI components (we provide style guide)

🧠 Optional Phase 2+ Features (Bonus Skills):
 integrations for proposals, code compliance chatbot, NEC forms

Tiered badge system for verified users

Forum/community hub for trades collaboration

Mobile-responsive design & future app compatibility

📅 Timeline & Commitment:
Phase 1 MVP: ~6–8 weeks full-time (30–40 hrs/week)

Full build timeline: 3.5–4 months with future milestones

Looking for weekly updates, milestone tracking, and responsive communication

🧾 To Apply, Please Include:
Links to relevant SaaS/marketplace platforms you’ve built

Your preferred tech stack and dev approach

Time availability (weekly hours you can commit)

Hourly or fixed rate quote for the MVP

Any team members you work with (if not solo)",AI,Web Development,Database Management System,,Proposals:,20 to 50,,,AI,AI,AI,AI,,,,35.0,"['Database Management System', 'Web Development']"
5 days ago,Survey: Share your thoughts on using  agents in your work as a Payroll and Timekeeping Clerk,https://www.upwork.com/jobs/Survey-Share-your-thoughts-using-span-class-highlight-span-agents-your-work-Payroll-and-Timekeeping-Clerk_~021915073564438426909/?referrer_url_path=/nx/search/jobs/,AI,Payment verified,Rating is 4.9 out of 5.,4.9,"4.94 Stars, based on 123 feedbacks",$1K+,spent,USA,Fixed price,Entry Level,Est. budget:,$5.00,"We are researchers from Stanford University studying   (). In this study, we’re interested in learning how people across different occupations want  agents to assist in their work. This survey targets people who work as Payroll and Timekeeping Clerks or had experience in this area before. Please ensure you satisfy this requirement before you participate in this study.

What are  agents?

An  agent refers to a system or program that is capable of autonomously performing certain tasks on behalf of a user or another system by designing its workflow and utilizing available tools.

Why Participate in This Survey?

While there have been many hypes about  agents, most discussions focus on full automation. It is unclear how these agents could support individual workers and what is the best way of incorporating these agents in users' workflows. Your participation will help us better understand how to develop  agents that enhance human work in ways that truly benefit workers.

What Will You Do?

This survey consists of three parts:

1. Share your occupation and daily workflow (we make this part of the survey interactive and more engaging - just like a small interview!)

2. Based on your answers in the previous part, you will see specific tasks from your work. For each task, you will need to answer the same set of rating questions.

3. Answer brief demographic questions

The survey will take approximately 10–15 minutes.",Artificial,,,,Proposals:,Less than 5,,,Intelligence,AI,AI,AI,,,,,['AI']
